Agent        Rank         Score       
-----        ----         -----       
(0,1,0)      1            0.17        
(0,1,3)      1            0.17        
(1,1,0)      1            0.17        
(1,1,3)      1            0.17        
(2,1,0)      1            0.17        
(2,1,3)      1            0.17        
(0,0,0)      2            0.0         
(0,0,1)      2            0.0         
