[],2000,idle,10.58
[0],2000,idle,11.52
[1],2000,idle,12.21
[2],2000,idle,11.18
"[0, 1]",2000,idle,11.46
"[0, 2]",2000,idle,12.02
"[1, 2]",2000,idle,13.14
"[0, 1, 2]",2000,idle,14.07
