Agent        Rank         Score       
-----        ----         -----       
(0,1,3)      1            0.31        
(1,1,3)      1            0.31        
(2,1,3)      1            0.31        
(0,0,3)      2            0.01        
(1,0,3)      2            0.01        
(2,0,3)      2            0.01        
(0,1,2)      3            0.0         
(1,1,2)      3            0.0         
