Agent        Rank         Score       
-----        ----         -----       
(0,2,0)      1            0.31        
(1,2,0)      1            0.31        
(2,2,0)      1            0.31        
(0,4,0)      2            0.01        
(1,4,0)      2            0.01        
(2,4,0)      2            0.01        
(0,2,3)      3            0.0         
(1,2,3)      3            0.0         
