[],2000,idle,14.18
[0],2000,idle,14.4
[1],2000,idle,14.62
[2],2000,idle,14.34
"[0, 1]",2000,idle,15.78
"[0, 2]",2000,idle,17.24
"[1, 2]",2000,idle,17.18
"[0, 1, 2]",2000,idle,17.4
