[],2000,random,15.15
[0],2000,random,16.53
[1],2000,random,18.48
[2],2000,random,15.63
"[0, 1]",2000,random,16.55
"[0, 2]",2000,random,14.8
"[1, 2]",2000,random,17.1
"[0, 1, 2]",2000,random,17.22
