Agent        Rank         Score       
-----        ----         -----       
(0,1,1)      1            0.13        
(1,1,1)      1            0.13        
(2,1,1)      1            0.13        
(0,1,0)      2            0.12        
(1,1,0)      2            0.12        
(2,1,0)      2            0.12        
(0,1,4)      3            0.09        
(1,1,4)      3            0.09        
