Agent        Rank         Score       
-----        ----         -----       
(0,4,4)      1            0.33        
(1,4,4)      1            0.33        
(2,4,4)      1            0.33        
(0,0,0)      2            0.0         
(0,0,1)      2            0.0         
(0,0,2)      2            0.0         
(0,0,3)      2            0.0         
(0,0,4)      2            0.0         
