[],2000,random,15.18
[0],2000,random,16.24
[1],2000,random,15.76
[2],2000,random,17.98
"[0, 1]",2000,random,16.93
"[0, 2]",2000,random,15.99
"[1, 2]",2000,random,17.08
"[0, 1, 2]",2000,random,16.7
