[],2000,random,15.14
[0],2000,random,16.92
[1],2000,random,17.54
[2],2000,random,17.1
"[0, 1]",2000,random,16.88
"[0, 2]",2000,random,17.0
"[1, 2]",2000,random,17.48
"[0, 1, 2]",2000,random,15.34
