[],1000,random,7.77
[0],1000,random,8.07
[1],1000,random,7.68
[2],1000,random,8.46
"[0, 1]",1000,random,7.23
"[0, 2]",1000,random,8.25
"[1, 2]",1000,random,9.18
"[0, 1, 2]",1000,random,6.3
