[],1000,random,7.44
[0],1000,random,7.68
[1],1000,random,6.99
[2],1000,random,8.01
"[0, 1]",1000,random,7.68
"[0, 2]",1000,random,6.84
"[1, 2]",1000,random,7.08
"[0, 1, 2]",1000,random,6.99
