[],1000,random,8.94
[0],1000,random,8.79
[1],1000,random,9.57
[2],1000,random,6.66
"[0, 1]",1000,random,8.43
"[0, 2]",1000,random,7.62
"[1, 2]",1000,random,7.26
"[0, 1, 2]",1000,random,7.11
